	FIRST_IGN	STATE	year	month	day	count
543642	73	AR	2016	11	30	1
543643	72	AR	2016	11	30	1
543644	72	AR	2016	12	13	1
543645	72	AR	2016	12	30	1
543646	72	AR	2016	12	30	1
543647	72	AR	2016	12	30	1
543648	72	AR	2016	1	31	1
543649	72	AR	2016	2	2	1
543650	72	AR	2016	2	8	1
543651	72	AR	2016	2	10	1
543652	72	AR	2016	2	14	1
543653	72	AR	2016	3	5	1
543654	72	AR	2016	3	5	1
543655	72	AR	2016	3	5	1
543656	72	AR	2016	3	28	1
543657	72	AR	2016	3	31	1
543658	73	AR	2016	4	2	1
543659	73	AR	2016	4	4	1
543660	72	AR	2016	4	5	1
543661	73	AR	2016	4	9	1
543662	72	AR	2016	11	17	1
543663	72	AR	2016	12	29	1
543664	72	AR	2016	12	29	1
543665	72	AR	2016	12	31	1
543666	72	AR	2016	2	8	1
543667	72	AR	2016	12	31	1
543668	72	AR	2016	1	29	1
543669	71	AR	2016	2	9	1
543670	71	AR	2016	2	11	1
543671	72	AR	2016	5	3	1
543672	72	AR	2016	5	11	1
543673	72	AR	2016	6	18	1
543674	72	AR	2016	6	23	1
543675	72	AR	2016	9	15	1
543676	72	AR	2016	10	31	1
543677	72	AR	2016	11	3	1
543678	72	AR	2016	11	7	1
543679	72	AR	2016	12	20	1
543680	72	AR	2016	12	21	1
543681	72	AR	2016	12	21	1
543682	72	AR	2016	12	22	1
543683	72	AR	2016	2	16	1
543684	72	AR	2016	2	16	1
543685	72	AR	2016	2	28	1
543686	72	AR	2016	3	6	1
543687	72	AR	2016	3	6	1
543688	72	AR	2016	12	15	1
543689	72	AR	2016	12	30	1
543690	72	AR	2016	1	16	1
543691	72	AR	2016	2	13	1
543692	72	AR	2016	2	2	1
543693	72	AR	2016	7	17	1
543694	72	AR	2016	11	10	1
543695	72	AR	2016	1	31	1
543696	72	AR	2016	2	10	1
543697	72	AR	2016	2	28	1
543698	72	AR	2016	9	8	1
543699	73	AR	2016	9	24	1
543700	72	AR	2016	11	17	1
543701	72	AR	2016	11	21	1
543702	72	AR	2016	12	1	1
543703	72	AR	2016	8	27	1
543704	72	AR	2016	9	8	1
543705	72	AR	2016	9	29	1
543706	72	AR	2016	10	2	1
543707	72	AR	2016	10	10	1
543708	73	AR	2016	10	22	1
543709	72	AR	2016	12	2	1
543710	72	AR	2016	7	18	1
543711	72	AR	2016	8	1	1
543712	72	AR	2016	2	12	1
543713	72	AR	2016	11	11	1
543714	72	AR	2016	7	23	1
543715	72	AR	2016	10	11	1
543716	72	AR	2016	10	29	1
543717	72	AR	2016	12	22	1
543718	72	AR	2016	2	16	1
543719	72	AR	2016	1	23	1
543720	73	AR	2016	3	1	1
543721	73	AR	2016	4	8	1
543722	72	AR	2016	10	25	1
543723	72	AR	2016	10	25	1
543724	72	AR	2016	10	26	1
543725	72	AR	2016	7	20	1
543726	72	AR	2016	2	9	1
543727	72	AR	2016	2	18	1
543728	72	AZ	2016	3	5	1
543729	72	AZ	2016	7	18	1
543730	72	AZ	2016	8	1	1
543731	72	AZ	2016	2	25	1
543732	72	AZ	2016	9	2	1
543733	73	AZ	2016	6	6	1
543734	73	AZ	2016	8	3	1
543735	72	AZ	2016	4	22	1
543736	72	AZ	2016	6	4	1
543737	72	AZ	2016	10	17	1
543738	73	AZ	2016	6	6	1
543739	72	AZ	2016	1	22	1
543740	72	AZ	2016	6	3	1
543741	72	AZ	2016	7	27	1
543742	72	AZ	2016	7	29	1
543743	72	AZ	2016	5	31	1
543744	72	AZ	2016	8	10	1
543745	73	AZ	2016	10	24	1
543746	72	AZ	2016	7	13	1
543747	72	AZ	2016	9	5	1
543748	73	AZ	2016	8	23	1
543749	72	AZ	2016	1	17	1
543750	72	AZ	2016	1	26	1
543751	73	AZ	2016	1	29	1
543752	73	AZ	2016	1	29	1
543753	72	AZ	2016	2	15	1
543754	72	AZ	2016	7	4	1
543755	72	AZ	2016	7	5	1
543756	73	AZ	2016	8	25	1
543757	73	AZ	2016	8	27	1
543758	72	AZ	2016	10	18	1
543759	73	AZ	2016	10	24	1
543760	73	AZ	2016	6	3	1
543761	73	AZ	2016	3	19	1
543762	72	AZ	2016	6	5	1
543763	72	AZ	2016	4	6	1
543764	72	AZ	2016	4	15	1
543765	73	AZ	2016	6	2	1
543766	73	AZ	2016	6	15	1
543767	73	AZ	2016	7	3	1
543768	72	AZ	2016	7	10	1
543769	72	AZ	2016	9	19	1
543770	73	AZ	2016	12	9	1
543771	73	AZ	2016	8	27	1
543772	72	AZ	2016	9	16	1
543773	72	AZ	2016	11	19	1
543774	72	AZ	2016	1	1	1
543775	73	AZ	2016	7	4	1
543776	72	AZ	2016	7	8	1
543777	72	AZ	2016	9	14	1
543778	72	AZ	2016	12	16	1
543779	72	AZ	2016	6	25	1
543780	72	AZ	2016	6	28	1
543781	72	AZ	2016	6	9	1
543782	72	AZ	2016	6	1	1
543783	72	AZ	2016	6	6	1
543784	72	AZ	2016	6	12	1
543785	72	AZ	2016	6	18	1
543786	72	AZ	2016	7	29	1
543787	72	AZ	2016	9	24	1
543788	72	AZ	2016	4	26	1
543789	73	AZ	2016	7	19	1
543790	72	AZ	2016	12	30	1
543791	72	AZ	2016	7	16	1
543792	72	AZ	2016	8	22	1
543793	72	AZ	2016	6	29	1
543794	72	AZ	2016	3	20	1
543795	72	AZ	2016	8	9	1
543796	72	AZ	2016	8	26	1
543797	72	AZ	2016	4	15	1
543798	72	AZ	2016	8	6	1
543799	73	AZ	2016	8	7	1
543800	72	AZ	2016	3	21	1
543801	72	AZ	2016	5	8	1
543802	72	AZ	2016	5	16	1
543803	72	AZ	2016	1	14	1
543804	72	AZ	2016	1	31	1
543805	72	AZ	2016	2	4	1
543806	72	AZ	2016	2	20	1
543807	72	AZ	2016	4	19	1
543808	72	AZ	2016	4	21	1
543809	72	AZ	2016	5	10	1
543810	73	AZ	2016	6	26	1
543811	72	AZ	2016	7	4	1
543812	72	AZ	2016	8	28	1
543813	72	AZ	2016	10	18	1
543814	72	AZ	2016	11	9	1
543815	72	AZ	2016	3	30	1
543816	72	AZ	2016	3	4	1
543817	72	AZ	2016	2	6	1
543818	72	AZ	2016	3	23	1
543819	72	AZ	2016	5	22	1
543820	72	AZ	2016	2	6	1
543821	72	AZ	2016	3	9	1
543822	72	AZ	2016	4	25	1
543823	72	AZ	2016	4	25	1
543824	72	AZ	2016	7	6	1
543825	72	AZ	2016	7	18	1
543826	72	AZ	2016	8	21	1
543827	73	AZ	2016	11	13	1
543828	72	AZ	2016	1	3	1
543829	72	AZ	2016	2	25	1
543830	72	AZ	2016	3	4	1
543831	72	AZ	2016	5	4	1
543832	72	AZ	2016	6	1	1
543833	72	AZ	2016	6	2	1
543834	72	AZ	2016	7	4	1
543835	72	AZ	2016	7	15	1
543836	72	AZ	2016	7	19	1
543837	72	AZ	2016	4	1	1
543838	72	AZ	2016	5	31	1
543839	72	AZ	2016	2	4	1
543840	72	AZ	2016	4	22	1
543841	72	AZ	2016	6	27	1
543842	72	AZ	2016	2	22	1
543843	72	AZ	2016	4	21	1
543844	72	AZ	2016	5	24	1
543845	72	AZ	2016	5	28	1
543846	73	AZ	2016	8	27	1
543847	72	AZ	2016	5	30	1
543848	72	AZ	2016	6	29	1
543849	72	AZ	2016	7	16	1
543850	72	AZ	2016	8	22	1
543851	72	AZ	2016	4	18	1
543852	73	AZ	2016	4	21	1
543853	72	AZ	2016	6	13	1
543854	73	AZ	2016	7	19	1
543855	72	AZ	2016	12	30	1
543856	73	AZ	2016	10	8	1
543857	72	AZ	2016	10	17	1
543858	72	AZ	2016	11	30	1
543859	72	AZ	2016	12	18	1
543860	71	AZ	2016	1	24	1
543861	71	AZ	2016	1	25	1
543862	72	AZ	2016	6	26	1
543863	72	CA	2016	8	23	1
543864	72	CA	2016	6	7	1
543865	72	CA	2016	8	26	1
543866	72	CA	2016	9	4	1
543867	72	CA	2016	9	4	1
543868	72	CA	2016	4	1	1
543869	72	CA	2016	5	11	1
543870	72	CA	2016	5	30	1
543871	72	CA	2016	5	31	1
543872	72	CA	2016	6	21	1
543873	72	CA	2016	7	7	1
543874	72	CA	2016	8	21	1
543875	72	CA	2016	8	22	1
543876	72	CA	2016	9	20	1
543877	72	CA	2016	4	5	1
543878	72	CA	2016	6	10	1
543879	72	CA	2016	6	20	1
543880	72	CA	2016	6	22	1
543881	72	CA	2016	7	11	1
543882	72	CA	2016	7	22	1
543883	72	CA	2016	7	2	1
543884	72	CA	2016	7	12	1
543885	72	CA	2016	2	28	1
543886	72	CA	2016	7	10	1
543887	72	CA	2016	2	12	1
543888	72	CA	2016	5	29	1
543889	73	CA	2016	6	13	1
543890	72	CA	2016	8	21	1
543891	71	CA	2016	1	2	1
543892	72	CA	2016	4	29	1
543893	72	CA	2016	5	14	1
543894	72	CA	2016	5	18	1
543895	72	CA	2016	6	3	1
543896	72	CA	2016	6	25	1
543897	72	CA	2016	7	9	1
543898	72	CA	2016	7	14	1
543899	72	CA	2016	7	25	1
543900	72	CA	2016	8	2	1
543901	72	CA	2016	10	13	1
543902	72	CA	2016	6	24	1
543903	72	CA	2016	6	26	1
543904	73	CA	2016	7	7	1
543905	72	CA	2016	7	9	1
543906	72	CA	2016	9	6	1
543907	73	CA	2016	6	10	1
543908	73	CA	2016	3	3	1
543909	72	CA	2016	5	11	1
543910	72	CA	2016	5	14	1
543911	71	CA	2016	1	26	1
543912	71	CA	2016	3	19	1
543913	72	CA	2016	5	1	1
543914	72	CA	2016	5	5	1
543915	72	CA	2016	6	28	1
543916	72	CA	2016	6	28	1
543917	72	CA	2016	6	28	1
543918	72	CA	2016	6	28	1
543919	72	CA	2016	6	28	1
543920	72	CA	2016	6	28	1
543921	71	CA	2016	7	17	1
543922	72	CA	2016	8	22	1
543923	72	CA	2016	9	14	1
543924	71	CA	2016	12	17	1
543925	72	CA	2016	9	9	1
543926	72	CA	2016	8	7	1
543927	72	CA	2016	8	22	1
543928	72	CA	2016	6	5	1
543929	72	CA	2016	4	14	1
543930	71	CA	2016	9	29	1
543931	72	CA	2016	8	13	1
543932	71	CA	2016	8	14	1
543933	72	CA	2016	9	20	1
543934	72	CA	2016	9	20	1
543935	72	CA	2016	6	24	1
543936	73	CA	2016	7	2	1
543937	71	CA	2016	4	15	1
543938	71	CA	2016	6	3	1
543939	72	CA	2016	4	16	1
543940	72	CA	2016	3	6	1
543941	72	CA	2016	4	17	1
543942	72	CA	2016	7	13	1
543943	72	CA	2016	7	16	1
543944	72	CA	2016	9	26	1
543945	72	CA	2016	10	17	1
543946	72	CA	2016	10	17	1
543947	72	CA	2016	12	16	1
543948	72	CA	2016	12	20	1
543949	72	CA	2016	2	5	1
543950	72	CA	2016	2	19	1
543951	72	CA	2016	3	9	1
543952	71	CA	2016	3	15	1
543953	72	CA	2016	3	19	1
543954	73	CA	2016	4	25	1
543955	72	CA	2016	5	13	1
543956	71	CA	2016	5	16	1
543957	71	CA	2016	6	22	1
543958	73	CA	2016	7	23	1
543959	72	CA	2016	7	29	1
543960	72	CA	2016	8	11	1
543961	73	CA	2016	8	30	1
543962	72	CA	2016	9	2	1
543963	72	CA	2016	9	6	1
543964	72	CA	2016	9	26	1
543965	72	CA	2016	10	17	1
543966	73	CA	2016	10	28	1
543967	72	CA	2016	5	22	1
543968	72	CA	2016	6	16	1
543969	71	CA	2016	2	21	1
543970	71	CA	2016	3	2	1
543971	71	CA	2016	6	13	1
543972	72	CA	2016	6	18	1
543973	72	CA	2016	6	28	1
543974	71	CA	2016	8	8	1
543975	71	CA	2016	8	11	1
543976	71	CA	2016	8	30	1
543977	72	CA	2016	10	11	1
543978	72	CA	2016	10	30	1
543979	72	CA	2016	11	11	1
543980	71	CA	2016	4	24	1
543981	72	CA	2016	6	10	1
543982	72	CA	2016	7	4	1
543983	71	CA	2016	10	3	1
543984	73	CA	2016	10	12	1
543985	72	CA	2016	6	3	1
543986	72	CA	2016	6	14	1
543987	72	CA	2016	7	6	1
543988	72	CA	2016	9	6	1
543989	71	CA	2016	6	1	1
543990	72	CA	2016	8	5	1
543991	72	CA	2016	8	22	1
543992	72	CA	2016	8	27	1
543993	72	CA	2016	8	13	1
543994	72	CA	2016	8	13	1
543995	72	CA	2016	8	13	1
543996	72	CA	2016	8	13	1
543997	72	CA	2016	8	13	1
543998	72	CA	2016	8	13	1
543999	72	CA	2016	8	13	1
544000	72	CA	2016	8	13	1
544001	72	CA	2016	8	13	1
544002	72	CA	2016	8	13	1
544003	72	CA	2016	8	13	1
544004	72	CA	2016	8	13	1
544005	72	CA	2016	8	13	1
544006	72	CA	2016	8	13	1
544007	72	CA	2016	8	13	1
544008	72	CA	2016	8	13	1
544009	72	CA	2016	8	13	1
544010	72	CA	2016	8	13	1
544011	72	CA	2016	8	13	1
544012	72	CA	2016	8	13	1
544013	72	CA	2016	8	13	1
544014	72	CA	2016	8	13	1
544015	72	CA	2016	8	13	1
544016	72	CA	2016	8	13	1
544017	72	CA	2016	8	13	1
544018	72	CA	2016	8	13	1
544019	72	CA	2016	8	13	1
544020	72	CA	2016	8	13	1
544021	72	CA	2016	8	13	1
544022	72	CA	2016	8	13	1
544023	72	CA	2016	8	13	1
544024	72	CA	2016	8	13	1
544025	72	CA	2016	8	13	1
544026	72	CA	2016	8	13	1
544027	72	CA	2016	8	13	1
544028	72	CA	2016	8	13	1
544029	72	CA	2016	8	13	1
544030	72	CA	2016	8	13	1
544031	72	CA	2016	8	13	1
544032	72	CA	2016	8	13	1
544033	72	CA	2016	8	13	1
544034	72	CA	2016	8	13	1
544035	72	CA	2016	8	13	1
544036	72	CA	2016	8	13	1
544037	72	CA	2016	8	13	1
544038	72	CA	2016	8	13	1
544039	72	CA	2016	8	13	1
544040	72	CA	2016	8	13	1
544041	72	CA	2016	8	13	1
544042	72	CA	2016	8	13	1
544043	72	CA	2016	8	13	1
544044	72	CA	2016	8	13	1
544045	72	CA	2016	8	13	1
544046	72	CA	2016	8	13	1
544047	72	CA	2016	8	13	1
544048	72	CA	2016	8	13	1
544049	72	CA	2016	8	13	1
544050	72	CA	2016	8	13	1
544051	72	CA	2016	8	13	1
544052	72	CA	2016	8	13	1
544053	72	CA	2016	8	13	1
544054	72	CA	2016	8	13	1
544055	72	CA	2016	8	13	1
544056	72	CA	2016	8	13	1
544057	72	CA	2016	8	13	1
544058	72	CA	2016	8	13	1
544059	72	CA	2016	8	13	1
544060	72	CA	2016	8	13	1
544061	72	CA	2016	8	13	1
544062	72	CA	2016	8	13	1
544063	72	CA	2016	8	13	1
544064	72	CA	2016	8	13	1
544065	72	CA	2016	8	13	1
544066	72	CA	2016	8	13	1
544067	72	CA	2016	8	13	1
544068	72	CA	2016	8	13	1
544069	72	CA	2016	8	13	1
544070	72	CA	2016	8	13	1
544071	72	CA	2016	8	13	1
544072	72	CA	2016	8	13	1
544073	72	CA	2016	8	13	1
544074	72	CA	2016	8	13	1
544075	72	CA	2016	8	13	1
544076	72	CA	2016	8	13	1
544077	72	CA	2016	8	13	1
544078	72	CA	2016	8	13	1
544079	72	CA	2016	8	13	1
544080	72	CA	2016	8	13	1
544081	72	CA	2016	8	13	1
544082	72	CA	2016	8	13	1
544083	72	CA	2016	8	13	1
544084	72	CA	2016	8	13	1
544085	72	CA	2016	8	13	1
544086	72	CA	2016	8	13	1
544087	72	CA	2016	8	13	1
544088	72	CA	2016	8	13	1
544089	72	CA	2016	8	13	1
544090	72	CA	2016	8	13	1
544091	72	CA	2016	8	13	1
544092	72	CA	2016	8	13	1
544093	72	CA	2016	8	13	1
544094	72	CA	2016	8	13	1
544095	72	CA	2016	8	13	1
544096	72	CA	2016	8	13	1
544097	72	CA	2016	8	13	1
544098	72	CA	2016	8	13	1
544099	72	CA	2016	8	13	1
544100	72	CA	2016	8	13	1
544101	72	CA	2016	8	13	1
544102	72	CA	2016	8	13	1
544103	72	CA	2016	8	13	1
544104	72	CA	2016	8	13	1
544105	72	CA	2016	8	13	1
544106	72	CA	2016	8	13	1
544107	72	CA	2016	8	13	1
544108	72	CA	2016	8	13	1
544109	72	CA	2016	8	13	1
544110	72	CA	2016	8	13	1
544111	72	CA	2016	8	13	1
544112	72	CA	2016	8	13	1
544113	72	CA	2016	8	13	1
544114	72	CA	2016	8	13	1
544115	72	CA	2016	8	13	1
544116	72	CA	2016	8	13	1
544117	72	CA	2016	8	13	1
544118	72	CA	2016	8	13	1
544119	72	CA	2016	8	13	1
544120	72	CA	2016	8	13	1
544121	72	CA	2016	8	13	1
544122	72	CA	2016	8	13	1
544123	72	CA	2016	8	13	1
544124	72	CA	2016	8	13	1
544125	72	CA	2016	8	13	1
544126	72	CA	2016	8	13	1
544127	72	CA	2016	8	13	1
544128	72	CA	2016	8	13	1
544129	72	CA	2016	8	13	1
544130	72	CA	2016	8	13	1
544131	72	CA	2016	8	13	1
544132	72	CA	2016	8	13	1
544133	72	CA	2016	8	13	1
544134	72	CA	2016	8	13	1
544135	72	CA	2016	8	13	1
544136	72	CA	2016	8	13	1
544137	72	CA	2016	8	13	1
544138	72	CA	2016	8	13	1
544139	72	CA	2016	8	13	1
544140	72	CA	2016	8	13	1
544141	72	CA	2016	8	13	1
544142	72	CA	2016	8	13	1
544143	72	CA	2016	8	13	1
544144	72	CA	2016	8	13	1
544145	72	CA	2016	8	13	1
544146	72	CA	2016	8	13	1
544147	72	CA	2016	8	13	1
544148	72	CA	2016	8	13	1
544149	72	CA	2016	8	13	1
544150	72	CA	2016	8	13	1
544151	72	CA	2016	8	13	1
544152	72	CA	2016	8	13	1
544153	72	CA	2016	8	13	1
544154	72	CA	2016	8	13	1
544155	72	CA	2016	8	13	1
544156	72	CA	2016	8	13	1
544157	72	CA	2016	8	13	1
544158	72	CA	2016	8	13	1
544159	72	CA	2016	8	13	1
544160	72	CA	2016	8	13	1
544161	72	CA	2016	8	13	1
544162	72	CA	2016	8	13	1
544163	72	CA	2016	8	13	1
544164	72	CA	2016	8	13	1
544165	72	CA	2016	8	13	1
544166	72	CA	2016	8	13	1
544167	72	CA	2016	8	13	1
544168	72	CA	2016	8	13	1
544169	72	CA	2016	8	13	1
544170	72	CA	2016	8	13	1
544171	72	CA	2016	8	13	1
544172	72	CA	2016	8	13	1
544173	72	CA	2016	8	13	1
544174	72	CA	2016	8	13	1
544175	72	CA	2016	8	13	1
544176	72	CA	2016	8	13	1
544177	72	CA	2016	8	13	1
544178	72	CA	2016	8	13	1
544179	72	CA	2016	8	13	1
544180	72	CA	2016	8	13	1
544181	72	CA	2016	8	13	1
544182	72	CA	2016	8	13	1
544183	72	CA	2016	8	13	1
544184	72	CA	2016	8	13	1
544185	72	CA	2016	8	13	1
544186	72	CA	2016	8	13	1
544187	72	CA	2016	8	13	1
544188	72	CA	2016	8	13	1
544189	72	CA	2016	8	13	1
544190	72	CA	2016	8	13	1
544191	72	CA	2016	8	13	1
544192	72	CA	2016	8	13	1
544193	72	CA	2016	8	13	1
544194	72	CA	2016	8	13	1
544195	72	CA	2016	8	13	1
544196	72	CA	2016	8	13	1
544197	72	CA	2016	8	13	1
544198	72	CA	2016	8	13	1
544199	72	CA	2016	8	13	1
544200	72	CA	2016	8	13	1
544201	72	CA	2016	8	13	1
544202	72	CA	2016	8	13	1
544203	72	CA	2016	8	13	1
544204	72	CA	2016	8	13	1
544205	72	CA	2016	8	13	1
544206	72	CA	2016	8	13	1
544207	72	CA	2016	8	13	1
544208	72	CA	2016	8	13	1
544209	72	CA	2016	8	13	1
544210	72	CA	2016	8	13	1
544211	72	CA	2016	8	13	1
544212	72	CA	2016	8	13	1
544213	72	CA	2016	8	13	1
544214	72	CA	2016	8	13	1
544215	72	CA	2016	8	13	1
544216	72	CA	2016	8	13	1
544217	72	CA	2016	8	13	1
544218	72	CA	2016	8	13	1
544219	72	CA	2016	8	13	1
544220	72	CA	2016	8	13	1
544221	72	CA	2016	8	13	1
544222	72	CA	2016	8	13	1
544223	72	CA	2016	8	13	1
544224	72	CA	2016	8	13	1
544225	72	CA	2016	8	13	1
544226	72	CA	2016	8	13	1
544227	72	CA	2016	8	13	1
544228	72	CA	2016	8	13	1
544229	72	CA	2016	8	13	1
544230	72	CA	2016	8	13	1
544231	72	CA	2016	8	13	1
544232	72	CA	2016	8	13	1
544233	72	CA	2016	8	13	1
544234	72	CA	2016	8	13	1
544235	72	CA	2016	8	13	1
544236	72	CA	2016	8	13	1
544237	72	CA	2016	8	13	1
544238	72	CA	2016	8	13	1
544239	72	CA	2016	8	13	1
544240	72	CA	2016	8	13	1
544241	72	CA	2016	8	13	1
544242	72	CA	2016	8	13	1
544243	72	CA	2016	8	13	1
544244	72	CA	2016	8	13	1
544245	72	CA	2016	8	13	1
544246	72	CA	2016	8	13	1
544247	72	CA	2016	8	13	1
544248	72	CA	2016	8	13	1
544249	72	CA	2016	8	13	1
544250	72	CA	2016	8	13	1
544251	72	CA	2016	8	13	1
544252	72	CA	2016	8	13	1
544253	72	CA	2016	8	13	1
544254	72	CA	2016	8	13	1
544255	72	CA	2016	8	13	1
544256	72	CA	2016	8	13	1
544257	72	CA	2016	8	13	1
544258	72	CA	2016	8	13	1
544259	72	CA	2016	8	13	1
544260	72	CA	2016	8	13	1
544261	72	CA	2016	8	13	1
544262	72	CA	2016	8	13	1
544263	72	CA	2016	8	13	1
544264	72	CA	2016	8	13	1
544265	72	CA	2016	8	13	1
544266	72	CA	2016	8	13	1
544267	72	CA	2016	8	13	1
544268	72	CA	2016	8	13	1
544269	72	CA	2016	8	13	1
544270	72	CA	2016	8	13	1
544271	72	CA	2016	8	13	1
544272	72	CA	2016	8	13	1
544273	72	CA	2016	8	13	1
544274	72	CA	2016	8	13	1
544275	72	CA	2016	8	13	1
544276	72	CA	2016	8	13	1
544277	72	CA	2016	8	13	1
544278	72	CA	2016	8	13	1
544279	72	CA	2016	8	13	1
544280	72	CA	2016	8	13	1
544281	72	CA	2016	8	13	1
544282	72	CA	2016	8	13	1
544283	72	CA	2016	8	13	1
544284	72	CA	2016	8	13	1
544285	72	CA	2016	8	13	1
544286	72	CA	2016	8	13	1
544287	72	CA	2016	8	13	1
544288	72	CA	2016	8	13	1
544289	72	CA	2016	8	13	1
544290	72	CA	2016	7	20	1
544291	72	CA	2016	6	27	1
544292	72	CA	2016	4	28	1
544293	72	CA	2016	7	4	1
544294	72	CA	2016	7	4	1
544295	72	CA	2016	7	5	1
544296	73	CA	2016	7	18	1
544297	72	CA	2016	3	28	1
544298	72	CA	2016	4	24	1
544299	72	CA	2016	9	24	1
544300	72	CA	2016	7	24	1
544301	72	CA	2016	2	11	1
544302	72	CA	2016	8	8	1
544303	72	CA	2016	6	1	1
544304	73	CA	2016	8	21	1
544305	72	CA	2016	2	7	1
544306	72	CA	2016	7	29	1
544307	71	CA	2016	8	2	1
544308	72	CA	2016	8	15	1
544309	72	CA	2016	9	12	1
544310	71	CA	2016	11	1	1
544311	72	CA	2016	1	3	1
544312	72	CA	2016	1	3	1
544313	72	CA	2016	1	7	1
544314	72	CA	2016	1	26	1
544315	72	CA	2016	2	27	1
544316	72	CA	2016	2	27	1
544317	72	CA	2016	2	27	1
544318	72	CA	2016	3	7	1
544319	72	CA	2016	3	9	1
544320	72	CA	2016	3	9	1
544321	72	CA	2016	3	16	1
544322	73	CA	2016	3	23	1
544323	72	CA	2016	4	1	1
544324	72	CA	2016	4	3	1
544325	72	CA	2016	4	10	1
544326	72	CA	2016	4	15	1
544327	72	CA	2016	4	20	1
544328	72	CA	2016	4	30	1
544329	72	CA	2016	4	30	1
544330	73	CA	2016	5	3	1
544331	72	CA	2016	5	6	1
544332	72	CA	2016	5	10	1
544333	72	CA	2016	5	12	1
544334	72	CA	2016	5	14	1
544335	72	CA	2016	5	18	1
544336	72	CA	2016	5	23	1
544337	72	CA	2016	5	27	1
544338	72	CA	2016	5	28	1
544339	72	CA	2016	5	28	1
544340	72	CA	2016	6	1	1
544341	72	CA	2016	6	3	1
544342	72	CA	2016	6	4	1
544343	72	CA	2016	6	4	1
544344	72	CA	2016	6	6	1
544345	72	CA	2016	6	6	1
544346	72	CA	2016	6	6	1
544347	72	CA	2016	6	7	1
544348	72	CA	2016	6	15	1
544349	72	CA	2016	6	16	1
544350	73	CA	2016	6	17	1
544351	72	CA	2016	6	19	1
544352	72	CA	2016	6	20	1
544353	73	CA	2016	6	20	1
544354	72	CA	2016	6	26	1
544355	72	CA	2016	6	26	1
544356	72	CA	2016	6	29	1
544357	72	CA	2016	7	2	1
544358	72	CA	2016	7	2	1
544359	72	CA	2016	7	3	1
544360	72	CA	2016	7	4	1
544361	72	CA	2016	7	4	1
544362	73	CA	2016	7	4	1
544363	72	CA	2016	7	5	1
544364	72	CA	2016	7	5	1
544365	72	CA	2016	7	5	1
544366	72	CA	2016	7	5	1
544367	72	CA	2016	7	6	1
544368	72	CA	2016	7	8	1
544369	72	CA	2016	7	14	1
544370	72	CA	2016	7	14	1
544371	72	CA	2016	7	16	1
544372	72	CA	2016	7	16	1
544373	72	CA	2016	7	17	1
544374	72	CA	2016	7	20	1
544375	72	CA	2016	7	20	1
544376	73	CA	2016	7	25	1
544377	72	CA	2016	7	30	1
544378	73	CA	2016	7	31	1
544379	72	CA	2016	8	1	1
544380	72	CA	2016	8	3	1
544381	72	CA	2016	8	7	1
544382	72	CA	2016	8	10	1
544383	72	CA	2016	8	13	1
544384	72	CA	2016	8	14	1
544385	72	CA	2016	8	20	1
544386	72	CA	2016	8	26	1
544387	72	CA	2016	8	28	1
544388	73	CA	2016	8	29	1
544389	72	CA	2016	9	2	1
544390	72	CA	2016	9	7	1
544391	73	CA	2016	9	15	1
544392	72	CA	2016	9	16	1
544393	73	CA	2016	9	17	1
544394	72	CA	2016	9	18	1
544395	72	CA	2016	9	19	1
544396	73	CA	2016	9	22	1
544397	72	CA	2016	9	23	1
544398	72	CA	2016	9	23	1
544399	73	CA	2016	9	25	1
544400	72	CA	2016	9	26	1
544401	73	CA	2016	9	30	1
544402	72	CA	2016	10	2	1
544403	72	CA	2016	10	7	1
544404	72	CA	2016	10	8	1
544405	72	CA	2016	10	9	1
544406	73	CA	2016	10	10	1
544407	73	CA	2016	10	19	1
544408	72	CA	2016	10	22	1
544409	72	CA	2016	11	3	1
544410	71	CA	2016	11	5	1
544411	72	CA	2016	11	9	1
544412	72	CA	2016	11	14	1
544413	72	CA	2016	11	17	1
544414	73	CA	2016	11	28	1
544415	71	CA	2016	11	28	1
544416	72	CA	2016	12	4	1
544417	72	CA	2016	1	17	1
544418	72	CA	2016	4	15	1
544419	72	CA	2016	7	4	1
544420	72	CA	2016	9	26	1
544421	72	CA	2016	12	4	1
544422	72	CA	2016	11	26	1
544423	72	CA	2016	1	28	1
544424	72	CA	2016	7	9	1
544425	72	CA	2016	8	2	1
544426	72	CA	2016	8	9	1
544427	72	CA	2016	12	10	1
544428	72	CA	2016	6	17	1
544429	72	CA	2016	6	28	1
544430	72	CA	2016	10	12	1
544431	73	CA	2016	6	8	1
544432	72	CA	2016	7	19	1
544433	72	CA	2016	9	7	1
544434	72	CA	2016	6	12	1
544435	72	CA	2016	9	22	1
544436	72	CA	2016	6	27	1
544437	72	CA	2016	7	14	1
544438	72	CA	2016	8	22	1
544439	72	CA	2016	6	24	1
544440	72	CA	2016	6	26	1
544441	73	CA	2016	8	13	1
544442	72	CA	2016	10	11	1
544443	72	CA	2016	8	8	1
544444	72	CA	2016	8	12	1
544445	72	CA	2016	10	6	1
544446	72	CA	2016	12	13	1
544447	72	CA	2016	9	24	1
544448	72	CA	2016	7	27	1
544449	72	CA	2016	9	10	1
544450	72	CA	2016	9	11	1
544451	72	CA	2016	9	24	1
544452	72	CA	2016	6	23	1
544453	72	CA	2016	5	20	1
544454	72	CA	2016	6	21	1
544455	72	CA	2016	6	26	1
